"Step","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_9 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_4 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_8 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_3 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_7 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_2 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_6 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_1 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_5 - eval/avg_reward__MAX","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MIN","DDPG_UTE_PointMaze_Medium_Diverse_GRDense-v3_0 - eval/avg_reward__MAX"
"180000","207.7344733997339","207.7344733997339","207.7344733997339","79.20932635080256","79.20932635080256","79.20932635080256","150.74917775107662","150.74917775107662","150.74917775107662","157.80415579441637","157.80415579441637","157.80415579441637","201.98563047988583","201.98563047988583","201.98563047988583","186.05815690548678","186.05815690548678","186.05815690548678","106.79421016854499","106.79421016854499","106.79421016854499","112.35944536128913","112.35944536128913","112.35944536128913","100.75838812057995","100.75838812057995","100.75838812057995","145.04450636544303","145.04450636544303","145.04450636544303"
"184000","214.71217885649875","214.71217885649875","214.71217885649875","73.89833683243238","73.89833683243238","73.89833683243238","160.19702819870923","160.19702819870923","160.19702819870923","212.77514336931617","212.77514336931617","212.77514336931617","171.88262708383508","171.88262708383508","171.88262708383508","189.26091320957534","189.26091320957534","189.26091320957534","122.51016512812835","122.51016512812835","122.51016512812835","131.0430939407343","131.0430939407343","131.0430939407343","68.88641319749443","68.88641319749443","68.88641319749443","151.78435110819163","151.78435110819163","151.78435110819163"
"188000","221.31086177201487","221.31086177201487","221.31086177201487","95.6327518825033","95.6327518825033","95.6327518825033","136.22268773671178","136.22268773671178","136.22268773671178","204.37689784960406","204.37689784960406","204.37689784960406","161.76496989333282","161.76496989333282","161.76496989333282","199.0948466777633","199.0948466777633","199.0948466777633","58.20094194164326","58.20094194164326","58.20094194164326","178.2891871917083","178.2891871917083","178.2891871917083","139.37872099982062","139.37872099982062","139.37872099982062","119.77896451501097","119.77896451501097","119.77896451501097"
"192000","212.85468515826886","212.85468515826886","212.85468515826886","80.1426166032546","80.1426166032546","80.1426166032546","125.51057559778287","125.51057559778287","125.51057559778287","161.3704211881151","161.3704211881151","161.3704211881151","175.3835215053046","175.3835215053046","175.3835215053046","192.4481404411611","192.4481404411611","192.4481404411611","45.84698940188292","45.84698940188292","45.84698940188292","119.04352469718249","119.04352469718249","119.04352469718249","127.4507993287718","127.4507993287718","127.4507993287718","157.34237866206269","157.34237866206269","157.34237866206269"
"196000","198.25463577880694","198.25463577880694","198.25463577880694","121.50425250996243","121.50425250996243","121.50425250996243","165.73612376267636","165.73612376267636","165.73612376267636","187.9463743411017","187.9463743411017","187.9463743411017","211.12894120068322","211.12894120068322","211.12894120068322","190.79309172546158","190.79309172546158","190.79309172546158","112.67677347714675","112.67677347714675","112.67677347714675","149.36327669913345","149.36327669913345","149.36327669913345","111.05321212917697","111.05321212917697","111.05321212917697","145.5419069964249","145.5419069964249","145.5419069964249"
"200000","209.31040934002718","209.31040934002718","209.31040934002718","133.2170290899855","133.2170290899855","133.2170290899855","148.16787966518234","148.16787966518234","148.16787966518234","181.24703267638182","181.24703267638182","181.24703267638182","196.951378355785","196.951378355785","196.951378355785","199.6291293286322","199.6291293286322","199.6291293286322","109.58897069985451","109.58897069985451","109.58897069985451","111.89104843621189","111.89104843621189","111.89104843621189","120.74139388399583","120.74139388399583","120.74139388399583","181.5432177017104","181.5432177017104","181.5432177017104"
"204000","213.63433332297296","213.63433332297296","213.63433332297296","96.41660650540982","96.41660650540982","96.41660650540982","157.27645749332333","157.27645749332333","157.27645749332333","182.69503715971567","182.69503715971567","182.69503715971567","178.1080762022888","178.1080762022888","178.1080762022888","195.00331760871072","195.00331760871072","195.00331760871072","93.73778306290023","93.73778306290023","93.73778306290023","127.61545484003318","127.61545484003318","127.61545484003318","118.40284390430615","118.40284390430615","118.40284390430615","196.32559309184612","196.32559309184612","196.32559309184612"
"208000","217.99688671131867","217.99688671131867","217.99688671131867","93.73192369563961","93.73192369563961","93.73192369563961","164.84660378114512","164.84660378114512","164.84660378114512","147.5848980490398","147.5848980490398","147.5848980490398","152.19419750975877","152.19419750975877","152.19419750975877","169.2718767671219","169.2718767671219","169.2718767671219","103.536010428678","103.536010428678","103.536010428678","107.11705660976898","107.11705660976898","107.11705660976898","121.66724628874172","121.66724628874172","121.66724628874172","160.95159767701077","160.95159767701077","160.95159767701077"
"212000","206.54716693520922","206.54716693520922","206.54716693520922","157.48282599643295","157.48282599643295","157.48282599643295","145.34373571762535","145.34373571762535","145.34373571762535","206.20378830514673","206.20378830514673","206.20378830514673","179.60040468978173","179.60040468978173","179.60040468978173","176.2469411807296","176.2469411807296","176.2469411807296","74.43419230802024","74.43419230802024","74.43419230802024","197.61951632303456","197.61951632303456","197.61951632303456","117.84566223216507","117.84566223216507","117.84566223216507","160.2958200006884","160.2958200006884","160.2958200006884"
"216000","222.76073060282633","222.76073060282633","222.76073060282633","105.10516007407473","105.10516007407473","105.10516007407473","146.97329741229547","146.97329741229547","146.97329741229547","173.73401425710932","173.73401425710932","173.73401425710932","149.43716994636847","149.43716994636847","149.43716994636847","166.63755641215604","166.63755641215604","166.63755641215604","101.10452654474601","101.10452654474601","101.10452654474601","191.43350430373604","191.43350430373604","191.43350430373604","113.20226684922207","113.20226684922207","113.20226684922207","179.01449765447796","179.01449765447796","179.01449765447796"
"220000","217.45543491651415","217.45543491651415","217.45543491651415","114.22118726357562","114.22118726357562","114.22118726357562","121.27008870793472","121.27008870793472","121.27008870793472","174.08709058162225","174.08709058162225","174.08709058162225","196.05424817369885","196.05424817369885","196.05424817369885","185.27059072742892","185.27059072742892","185.27059072742892","103.8748050560512","103.8748050560512","103.8748050560512","197.9590204702222","197.9590204702222","197.9590204702222","114.5936980069539","114.5936980069539","114.5936980069539","177.27872896918194","177.27872896918194","177.27872896918194"
"224000","222.94931868161024","222.94931868161024","222.94931868161024","120.30563714211073","120.30563714211073","120.30563714211073","155.37789464524798","155.37789464524798","155.37789464524798","178.23208014533708","178.23208014533708","178.23208014533708","183.39710611185006","183.39710611185006","183.39710611185006","138.0953361100681","138.0953361100681","138.0953361100681","41.710369602417515","41.710369602417515","41.710369602417515","172.94479015482585","172.94479015482585","172.94479015482585","126.05011823056017","126.05011823056017","126.05011823056017","163.78847056790727","163.78847056790727","163.78847056790727"
"228000","217.58048033775822","217.58048033775822","217.58048033775822","95.19617688584103","95.19617688584103","95.19617688584103","115.39836563336027","115.39836563336027","115.39836563336027","153.721072510474","153.721072510474","153.721072510474","161.28596781503072","161.28596781503072","161.28596781503072","177.72173310098538","177.72173310098538","177.72173310098538","58.057534672700854","58.057534672700854","58.057534672700854","182.1490167282293","182.1490167282293","182.1490167282293","138.53760759934298","138.53760759934298","138.53760759934298","148.73416974173387","148.73416974173387","148.73416974173387"
"232000","163.281393469924","163.281393469924","163.281393469924","107.60272637896904","107.60272637896904","107.60272637896904","159.13876294392725","159.13876294392725","159.13876294392725","154.13989066102695","154.13989066102695","154.13989066102695","172.8781903440535","172.8781903440535","172.8781903440535","195.41222347715217","195.41222347715217","195.41222347715217","31.595543995006228","31.595543995006228","31.595543995006228","182.86240446189504","182.86240446189504","182.86240446189504","120.64501977115174","120.64501977115174","120.64501977115174","170.1128591592049","170.1128591592049","170.1128591592049"
"236000","205.1685974872486","205.1685974872486","205.1685974872486","88.51747590131514","88.51747590131514","88.51747590131514","136.48142259947502","136.48142259947502","136.48142259947502","131.4998690700841","131.4998690700841","131.4998690700841","174.04858909899934","174.04858909899934","174.04858909899934","183.68658521491838","183.68658521491838","183.68658521491838","36.5333078062051","36.5333078062051","36.5333078062051","176.51772859393589","176.51772859393589","176.51772859393589","115.01618370297588","115.01618370297588","115.01618370297588","167.06147068320107","167.06147068320107","167.06147068320107"
"240000","173.857793433248","173.857793433248","173.857793433248","98.96547504743099","98.96547504743099","98.96547504743099","151.2601864598649","151.2601864598649","151.2601864598649","145.35744929389665","145.35744929389665","145.35744929389665","193.66667590496803","193.66667590496803","193.66667590496803","192.98221592521895","192.98221592521895","192.98221592521895","84.77508136424319","84.77508136424319","84.77508136424319","190.3014420518263","190.3014420518263","190.3014420518263","120.98611860618328","120.98611860618328","120.98611860618328","155.9258108085876","155.9258108085876","155.9258108085876"
"244000","206.87597584344047","206.87597584344047","206.87597584344047","108.19552012543224","108.19552012543224","108.19552012543224","164.91917648791332","164.91917648791332","164.91917648791332","148.2253297838548","148.2253297838548","148.2253297838548","175.9865063290328","175.9865063290328","175.9865063290328","187.84332972913722","187.84332972913722","187.84332972913722","97.59399100879348","97.59399100879348","97.59399100879348","193.52918126511472","193.52918126511472","193.52918126511472","124.12458454968791","124.12458454968791","124.12458454968791","164.53088848054853","164.53088848054853","164.53088848054853"
"248000","199.89402366426447","199.89402366426447","199.89402366426447","122.38375349814973","122.38375349814973","122.38375349814973","177.70302765989464","177.70302765989464","177.70302765989464","127.25115044064614","127.25115044064614","127.25115044064614","161.51044050000732","161.51044050000732","161.51044050000732","186.465107228857","186.465107228857","186.465107228857","93.20936987692744","93.20936987692744","93.20936987692744","193.66570342650604","193.66570342650604","193.66570342650604","125.14512996861913","125.14512996861913","125.14512996861913","172.1462478274587","172.1462478274587","172.1462478274587"
"252000","203.6609165194272","203.6609165194272","203.6609165194272","106.79761634834401","106.79761634834401","106.79761634834401","185.80611453571234","185.80611453571234","185.80611453571234","150.1051776566328","150.1051776566328","150.1051776566328","159.26603103358107","159.26603103358107","159.26603103358107","182.07667802290734","182.07667802290734","182.07667802290734","85.4744197695426","85.4744197695426","85.4744197695426","180.63198568410505","180.63198568410505","180.63198568410505","133.02538374870397","133.02538374870397","133.02538374870397","144.3849295765079","144.3849295765079","144.3849295765079"
"256000","190.62470966302493","190.62470966302493","190.62470966302493","157.75221840965656","157.75221840965656","157.75221840965656","168.60876712201613","168.60876712201613","168.60876712201613","125.9433888016869","125.9433888016869","125.9433888016869","158.56994477560235","158.56994477560235","158.56994477560235","160.53408399862224","160.53408399862224","160.53408399862224","68.6153966009735","68.6153966009735","68.6153966009735","187.09095526219403","187.09095526219403","187.09095526219403","123.70978245420397","123.70978245420397","123.70978245420397","154.72273258457406","154.72273258457406","154.72273258457406"
"260000","195.08223592010523","195.08223592010523","195.08223592010523","98.1608145556284","98.1608145556284","98.1608145556284","162.33251856349997","162.33251856349997","162.33251856349997","172.65260827486102","172.65260827486102","172.65260827486102","166.0861566569991","166.0861566569991","166.0861566569991","184.38497996682844","184.38497996682844","184.38497996682844","46.8242977538711","46.8242977538711","46.8242977538711","171.38454134789419","171.38454134789419","171.38454134789419","132.27872614111487","132.27872614111487","132.27872614111487","145.09413580276612","145.09413580276612","145.09413580276612"
"264000","193.27221637743475","193.27221637743475","193.27221637743475","131.98399135331653","131.98399135331653","131.98399135331653","153.52791376471941","153.52791376471941","153.52791376471941","184.30133655671725","184.30133655671725","184.30133655671725","142.6871057829222","142.6871057829222","142.6871057829222","183.16839744315732","183.16839744315732","183.16839744315732","123.09580396270216","123.09580396270216","123.09580396270216","160.81462881950225","160.81462881950225","160.81462881950225","112.9784567235132","112.9784567235132","112.9784567235132","169.88297460100043","169.88297460100043","169.88297460100043"
"268000","167.6239088969297","167.6239088969297","167.6239088969297","76.75120003527194","76.75120003527194","76.75120003527194","207.5359680143737","207.5359680143737","207.5359680143737","163.2270927319026","163.2270927319026","163.2270927319026","107.04865570066563","107.04865570066563","107.04865570066563","157.0522484215365","157.0522484215365","157.0522484215365","94.99033432424183","94.99033432424183","94.99033432424183","175.30871625967302","175.30871625967302","175.30871625967302","88.70625283111215","88.70625283111215","88.70625283111215","148.79257372556765","148.79257372556765","148.79257372556765"
"272000","167.32973012707174","167.32973012707174","167.32973012707174","92.55410433383463","92.55410433383463","92.55410433383463","208.58908027333945","208.58908027333945","208.58908027333945","206.81776709515466","206.81776709515466","206.81776709515466","133.1084230963003","133.1084230963003","133.1084230963003","122.00844477699897","122.00844477699897","122.00844477699897","106.36011950402454","106.36011950402454","106.36011950402454","176.8745703899125","176.8745703899125","176.8745703899125","75.44961947962463","75.44961947962463","75.44961947962463","147.50880192679182","147.50880192679182","147.50880192679182"
"276000","180.8484080330949","180.8484080330949","180.8484080330949","119.1894263734177","119.1894263734177","119.1894263734177","189.79426075264448","189.79426075264448","189.79426075264448","186.35771041174596","186.35771041174596","186.35771041174596","143.93456444719538","143.93456444719538","143.93456444719538","132.8104531950597","132.8104531950597","132.8104531950597","111.61353745867412","111.61353745867412","111.61353745867412","158.9455310973442","158.9455310973442","158.9455310973442","91.1641132800436","91.1641132800436","91.1641132800436","171.75232334550955","171.75232334550955","171.75232334550955"
"280000","185.28203243986064","185.28203243986064","185.28203243986064","145.18608530667058","145.18608530667058","145.18608530667058","183.66119790995498","183.66119790995498","183.66119790995498","160.26500272344487","160.26500272344487","160.26500272344487","123.24334076811594","123.24334076811594","123.24334076811594","175.0600006688863","175.0600006688863","175.0600006688863","69.71511674627136","69.71511674627136","69.71511674627136","163.01207007026204","163.01207007026204","163.01207007026204","120.36559041235907","120.36559041235907","120.36559041235907","139.4545672264474","139.4545672264474","139.4545672264474"
"284000","169.2434822639258","169.2434822639258","169.2434822639258","107.08260335803793","107.08260335803793","107.08260335803793","175.00327158789594","175.00327158789594","175.00327158789594","214.42992250886854","214.42992250886854","214.42992250886854","172.20283457108798","172.20283457108798","172.20283457108798","177.99057965404404","177.99057965404404","177.99057965404404","41.311119928850076","41.311119928850076","41.311119928850076","178.59333474653346","178.59333474653346","178.59333474653346","117.39295052462826","117.39295052462826","117.39295052462826","142.2299743017914","142.2299743017914","142.2299743017914"
"288000","200.02170717844012","200.02170717844012","200.02170717844012","104.74078040638699","104.74078040638699","104.74078040638699","178.3624961866081","178.3624961866081","178.3624961866081","190.2951461076091","190.2951461076091","190.2951461076091","146.68820485361158","146.68820485361158","146.68820485361158","163.58210377624178","163.58210377624178","163.58210377624178","96.84470568684235","96.84470568684235","96.84470568684235","149.0913186276216","149.0913186276216","149.0913186276216","117.37092129817043","117.37092129817043","117.37092129817043","140.34338474286824","140.34338474286824","140.34338474286824"
"292000","182.24290847614444","182.24290847614444","182.24290847614444","101.01060082344615","101.01060082344615","101.01060082344615","163.34914131782202","163.34914131782202","163.34914131782202","151.02815165988653","151.02815165988653","151.02815165988653","145.46471572862944","145.46471572862944","145.46471572862944","195.36209874755752","195.36209874755752","195.36209874755752","53.02664712527894","53.02664712527894","53.02664712527894","127.91064046649288","127.91064046649288","127.91064046649288","111.20109021538562","111.20109021538562","111.20109021538562","118.51923082166647","118.51923082166647","118.51923082166647"
"296000","208.40678425544974","208.40678425544974","208.40678425544974","98.63173206236891","98.63173206236891","98.63173206236891","171.78798288578753","171.78798288578753","171.78798288578753","196.40788501791457","196.40788501791457","196.40788501791457","158.7836528838623","158.7836528838623","158.7836528838623","184.81288735785392","184.81288735785392","184.81288735785392","61.267512432428646","61.267512432428646","61.267512432428646","120.72262261587807","120.72262261587807","120.72262261587807","131.80378199975826","131.80378199975826","131.80378199975826","129.00805907157357","129.00805907157357","129.00805907157357"
"300000","214.09720309784993","214.09720309784993","214.09720309784993","55.73239128937772","55.73239128937772","55.73239128937772","145.86280396003625","145.86280396003625","145.86280396003625","187.66832662677638","187.66832662677638","187.66832662677638","147.55544047688255","147.55544047688255","147.55544047688255","176.22915613119034","176.22915613119034","176.22915613119034","51.56466170435615","51.56466170435615","51.56466170435615","191.4678711562073","191.4678711562073","191.4678711562073","129.97305435960328","129.97305435960328","129.97305435960328","148.32368372665184","148.32368372665184","148.32368372665184"
"304000","214.9370165521706","214.9370165521706","214.9370165521706","83.3972123175363","83.3972123175363","83.3972123175363","168.66082338258758","168.66082338258758","168.66082338258758","203.79557516078694","203.79557516078694","203.79557516078694","145.06023889440468","145.06023889440468","145.06023889440468","193.97642174838782","193.97642174838782","193.97642174838782","62.30601902257276","62.30601902257276","62.30601902257276","162.5930177234148","162.5930177234148","162.5930177234148","117.71602570306793","117.71602570306793","117.71602570306793","140.3756582572998","140.3756582572998","140.3756582572998"
"308000","224.92254239600274","224.92254239600274","224.92254239600274","110.32662461958157","110.32662461958157","110.32662461958157","183.55126326131534","183.55126326131534","183.55126326131534","129.5407447804625","129.5407447804625","129.5407447804625","130.66984897698975","130.66984897698975","130.66984897698975","193.14692665017864","193.14692665017864","193.14692665017864","84.2851280696456","84.2851280696456","84.2851280696456","191.82624467897614","191.82624467897614","191.82624467897614","107.03211863139504","107.03211863139504","107.03211863139504","154.67003561517046","154.67003561517046","154.67003561517046"
"312000","164.28007672335303","164.28007672335303","164.28007672335303","138.19879539622946","138.19879539622946","138.19879539622946","173.1273871511744","173.1273871511744","173.1273871511744","160.35471907272978","160.35471907272978","160.35471907272978","146.72264091956083","146.72264091956083","146.72264091956083","175.18685450180186","175.18685450180186","175.18685450180186","103.22741135012286","103.22741135012286","103.22741135012286","163.44601594455685","163.44601594455685","163.44601594455685","104.63881829950495","104.63881829950495","104.63881829950495","153.53411026620603","153.53411026620603","153.53411026620603"
"316000","166.61850040185573","166.61850040185573","166.61850040185573","130.96958228331886","130.96958228331886","130.96958228331886","186.66100907189247","186.66100907189247","186.66100907189247","189.52763200067082","189.52763200067082","189.52763200067082","201.34824592132685","201.34824592132685","201.34824592132685","197.96576982300053","197.96576982300053","197.96576982300053","81.10382146929935","81.10382146929935","81.10382146929935","192.74962129789006","192.74962129789006","192.74962129789006","120.57280407338999","120.57280407338999","120.57280407338999","155.67470378798313","155.67470378798313","155.67470378798313"
"320000","200.07792828833365","200.07792828833365","200.07792828833365","166.1401164102283","166.1401164102283","166.1401164102283","186.03633033936708","186.03633033936708","186.03633033936708","191.24386317668007","191.24386317668007","191.24386317668007","168.68336713679318","168.68336713679318","168.68336713679318","159.72756026821793","159.72756026821793","159.72756026821793","148.40374486921863","148.40374486921863","148.40374486921863","152.74019007659157","152.74019007659157","152.74019007659157","119.22011624843387","119.22011624843387","119.22011624843387","150.13242309627373","150.13242309627373","150.13242309627373"
"324000","176.6759598977637","176.6759598977637","176.6759598977637","178.54926668432532","178.54926668432532","178.54926668432532","198.23522311733404","198.23522311733404","198.23522311733404","186.03231894240852","186.03231894240852","186.03231894240852","140.95199927833772","140.95199927833772","140.95199927833772","177.3168428988318","177.3168428988318","177.3168428988318","149.54878612351527","149.54878612351527","149.54878612351527","138.65978074826597","138.65978074826597","138.65978074826597","72.58347660469856","72.58347660469856","72.58347660469856","143.83954908496696","143.83954908496696","143.83954908496696"
"328000","171.70739125115625","171.70739125115625","171.70739125115625","170.64784127421026","170.64784127421026","170.64784127421026","195.25540710932432","195.25540710932432","195.25540710932432","186.17300009460735","186.17300009460735","186.17300009460735","164.61554960840817","164.61554960840817","164.61554960840817","180.76999777127304","180.76999777127304","180.76999777127304","130.02049150515862","130.02049150515862","130.02049150515862","164.8109813330388","164.8109813330388","164.8109813330388","131.45198974286401","131.45198974286401","131.45198974286401","160.1245213036711","160.1245213036711","160.1245213036711"
"332000","216.63020965481297","216.63020965481297","216.63020965481297","169.93666151342876","169.93666151342876","169.93666151342876","229.8847247407006","229.8847247407006","229.8847247407006","162.97553399779719","162.97553399779719","162.97553399779719","128.53846387285657","128.53846387285657","128.53846387285657","205.5003001254166","205.5003001254166","205.5003001254166","113.36161149013033","113.36161149013033","113.36161149013033","139.81983595526088","139.81983595526088","139.81983595526088","107.0997279035023","107.0997279035023","107.0997279035023","185.80050808841514","185.80050808841514","185.80050808841514"
"336000","192.41728753315869","192.41728753315869","192.41728753315869","164.92261150865664","164.92261150865664","164.92261150865664","173.22585228037795","173.22585228037795","173.22585228037795","206.15100382631476","206.15100382631476","206.15100382631476","118.16311891851186","118.16311891851186","118.16311891851186","182.47962559216953","182.47962559216953","182.47962559216953","111.44610570566206","111.44610570566206","111.44610570566206","88.59791720817155","88.59791720817155","88.59791720817155","119.8561460331105","119.8561460331105","119.8561460331105","168.49609421747226","168.49609421747226","168.49609421747226"
"340000","203.12079899051884","203.12079899051884","203.12079899051884","123.52553987422316","123.52553987422316","123.52553987422316","204.776322149863","204.776322149863","204.776322149863","194.48029766744958","194.48029766744958","194.48029766744958","135.88693756549205","135.88693756549205","135.88693756549205","196.11087941751762","196.11087941751762","196.11087941751762","96.3407157496966","96.3407157496966","96.3407157496966","142.92759829598486","142.92759829598486","142.92759829598486","127.4257253399403","127.4257253399403","127.4257253399403","167.91042904323405","167.91042904323405","167.91042904323405"
"344000","182.17130716482455","182.17130716482455","182.17130716482455","169.95966985024464","169.95966985024464","169.95966985024464","176.35551346428477","176.35551346428477","176.35551346428477","178.34644359262953","178.34644359262953","178.34644359262953","138.8150638010276","138.8150638010276","138.8150638010276","178.06372975650785","178.06372975650785","178.06372975650785","109.9076536781366","109.9076536781366","109.9076536781366","153.83163153397942","153.83163153397942","153.83163153397942","125.66496826007192","125.66496826007192","125.66496826007192","157.6980808918667","157.6980808918667","157.6980808918667"
"348000","198.0271598608173","198.0271598608173","198.0271598608173","118.40538574721646","118.40538574721646","118.40538574721646","184.99340443580135","184.99340443580135","184.99340443580135","150.90381799637174","150.90381799637174","150.90381799637174","173.09167442719388","173.09167442719388","173.09167442719388","195.74439554626184","195.74439554626184","195.74439554626184","117.92029959951063","117.92029959951063","117.92029959951063","146.75919883276407","146.75919883276407","146.75919883276407","132.7617485033456","132.7617485033456","132.7617485033456","156.7389345312311","156.7389345312311","156.7389345312311"
"352000","185.6497156700928","185.6497156700928","185.6497156700928","141.60785277196956","141.60785277196956","141.60785277196956","195.93658370410253","195.93658370410253","195.93658370410253","173.6667082160986","173.6667082160986","173.6667082160986","176.80275084935337","176.80275084935337","176.80275084935337","190.7795705079821","190.7795705079821","190.7795705079821","128.6385386810934","128.6385386810934","128.6385386810934","165.79595859797973","165.79595859797973","165.79595859797973","52.70528674187278","52.70528674187278","52.70528674187278","148.33263053121271","148.33263053121271","148.33263053121271"
"356000","192.97265191445337","192.97265191445337","192.97265191445337","110.25284623181778","110.25284623181778","110.25284623181778","186.58437286504116","186.58437286504116","186.58437286504116","127.2516620871841","127.2516620871841","127.2516620871841","144.76139540931027","144.76139540931027","144.76139540931027","189.36563500726479","189.36563500726479","189.36563500726479","105.97597717011422","105.97597717011422","105.97597717011422","106.34497511842979","106.34497511842979","106.34497511842979","131.29570908684423","131.29570908684423","131.29570908684423","165.9199471933784","165.9199471933784","165.9199471933784"
"360000","200.42683143225943","200.42683143225943","200.42683143225943","84.88095922978266","84.88095922978266","84.88095922978266","195.06662910673893","195.06662910673893","195.06662910673893","208.61092673760885","208.61092673760885","208.61092673760885","136.9364349049159","136.9364349049159","136.9364349049159","200.57779615214912","200.57779615214912","200.57779615214912","135.20231515257595","135.20231515257595","135.20231515257595","158.45168765628722","158.45168765628722","158.45168765628722","135.74372705481036","135.74372705481036","135.74372705481036","157.49586231774367","157.49586231774367","157.49586231774367"
"364000","215.6597876672914","215.6597876672914","215.6597876672914","93.07850732433124","93.07850732433124","93.07850732433124","144.0935128517413","144.0935128517413","144.0935128517413","151.8843419736612","151.8843419736612","151.8843419736612","170.19055453583982","170.19055453583982","170.19055453583982","138.38293320270742","138.38293320270742","138.38293320270742","90.98652653155746","90.98652653155746","90.98652653155746","151.0395131942443","151.0395131942443","151.0395131942443","132.29460517501371","132.29460517501371","132.29460517501371","181.04432742398166","181.04432742398166","181.04432742398166"
"368000","178.08812664666257","178.08812664666257","178.08812664666257","70.2575006552931","70.2575006552931","70.2575006552931","195.6807434260724","195.6807434260724","195.6807434260724","154.42008789401046","154.42008789401046","154.42008789401046","167.20908761469448","167.20908761469448","167.20908761469448","199.92147580716102","199.92147580716102","199.92147580716102","77.51463392167416","77.51463392167416","77.51463392167416","142.53374186054353","142.53374186054353","142.53374186054353","135.42329929249817","135.42329929249817","135.42329929249817","156.3567689674467","156.3567689674467","156.3567689674467"
"372000","202.01985366286416","202.01985366286416","202.01985366286416","84.89901884180924","84.89901884180924","84.89901884180924","158.9679486755409","158.9679486755409","158.9679486755409","141.22531106183962","141.22531106183962","141.22531106183962","121.33199749213406","121.33199749213406","121.33199749213406","202.81248300781368","202.81248300781368","202.81248300781368","110.47984778985237","110.47984778985237","110.47984778985237","137.4903324765756","137.4903324765756","137.4903324765756","116.52460740271576","116.52460740271576","116.52460740271576","166.6303140400819","166.6303140400819","166.6303140400819"
"376000","180.21291014023853","180.21291014023853","180.21291014023853","63.92945201281483","63.92945201281483","63.92945201281483","192.61883018769714","192.61883018769714","192.61883018769714","167.79849195935884","167.79849195935884","167.79849195935884","158.55451963066324","158.55451963066324","158.55451963066324","165.06755280738685","165.06755280738685","165.06755280738685","100.1567179910933","100.1567179910933","100.1567179910933","152.88539098375313","152.88539098375313","152.88539098375313","92.80489003993924","92.80489003993924","92.80489003993924","193.9645192762576","193.9645192762576","193.9645192762576"
"380000","195.56645815832016","195.56645815832016","195.56645815832016","89.80700323263879","89.80700323263879","89.80700323263879","182.7472349259576","182.7472349259576","182.7472349259576","157.8952473120406","157.8952473120406","157.8952473120406","112.48857959066777","112.48857959066777","112.48857959066777","207.237644435434","207.237644435434","207.237644435434","70.92397450255558","70.92397450255558","70.92397450255558","128.67520332869287","128.67520332869287","128.67520332869287","116.99764126590367","116.99764126590367","116.99764126590367","182.21632585880008","182.21632585880008","182.21632585880008"
